Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1547805058.035143,86129,4,0
2,Payment,1547805058.035186,86126,7,0
2,Payment,1547805058.035199,86070,8,0
1,NewOrder,1547805058.035263,86111,0,0
1,NewOrder,1547805058.035314,85958,5,0
4,Delivery,1547805058.035335,86061,1,0
2,Payment,1547805058.035341,85932,2,0
2,Payment,1547805058.041684,79623,6,0
1,NewOrder,1547805058.102422,35810,9,0
2,Payment,1547805058.121291,426757,8,0
1,NewOrder,1547805058.121308,427357,5,0
2,Payment,1547805058.121309,426864,2,0
1,NewOrder,1547805058.121309,427186,4,0
1,NewOrder,1547805058.121334,427043,7,0
1,NewOrder,1547805058.121336,427346,6,0
2,Payment,1547805058.121390,426782,0,0
1,NewOrder,1547805058.121408,426689,1,0
1,NewOrder,1547805058.121458,427113,3,0
2,Payment,1547805058.138264,768336,9,0
2,Payment,1547805058.548077,911078,8,0
4,Delivery,1547805058.548107,911089,1,0
2,Payment,1547805058.548207,911004,2,0
1,NewOrder,1547805058.548207,911627,0,0
1,NewOrder,1547805058.548395,910760,7,0
2,Payment,1547805058.548515,910826,4,0
2,Payment,1547805058.548589,910567,3,0
1,NewOrder,1547805058.548688,910916,5,0
1,NewOrder,1547805058.548704,910553,6,0
1,NewOrder,1547805058.906629,1119315,9,0
1,NewOrder,1547805059.459197,593174,7,0
2,Payment,1547805059.459197,593153,8,0
5,StockLevel,1547805059.459221,2839,1,0
2,Payment,1547805059.459241,593166,2,0
1,NewOrder,1547805059.459243,593386,3,0
2,Payment,1547805059.459275,593041,6,0
2,Payment,1547805059.459359,592957,4,0
3,OrderStatus,1547805059.459617,542620,5,0
1,NewOrder,1547805059.459852,592478,0,0
1,NewOrder,1547805059.462078,590453,1,0
1,NewOrder,1547805060.002265,50623,5,0
2,Payment,1547805060.025966,68013,9,0
2,Payment,1547805060.052332,75900,4,0
2,Payment,1547805060.052332,75873,6,0
2,Payment,1547805060.052342,75834,0,0
3,OrderStatus,1547805060.052365,24993,8,0
2,Payment,1547805060.052396,75948,7,0
1,NewOrder,1547805060.052423,75976,2,0
2,Payment,1547805060.052552,75815,1,0
2,Payment,1547805060.052643,75538,3,0
2,Payment,1547805060.052905,75340,5,0
2,Payment,1547805060.077376,50741,8,0
1,NewOrder,1547805060.093998,59640,9,0
1,NewOrder,1547805060.128152,51693,8,0
2,Payment,1547805060.128191,51712,0,0
2,Payment,1547805060.128195,51695,3,0
1,NewOrder,1547805060.128218,51642,6,0
1,NewOrder,1547805060.128245,51676,4,0
1,NewOrder,1547805060.128261,51629,5,0
2,Payment,1547805060.128367,51659,7,0
2,Payment,1547805060.128385,51519,1,0
2,Payment,1547805060.128426,51623,2,0
1,NewOrder,1547805060.153655,43076,9,0
2,Payment,1547805060.179869,226817,8,0
1,NewOrder,1547805060.179895,226930,6,0
1,NewOrder,1547805060.179906,226781,5,0
2,Payment,1547805060.179907,226391,3,0
1,NewOrder,1547805060.179919,226734,1,0
2,Payment,1547805060.179919,226312,0,0
1,NewOrder,1547805060.179937,226757,4,0
2,Payment,1547805060.180041,226316,7,0
2,Payment,1547805060.180070,226161,2,0
1,NewOrder,1547805060.196745,743161,9,0
2,Payment,1547805060.406260,728744,0,0
2,Payment,1547805060.406260,728723,2,0
2,Payment,1547805060.406328,728551,3,0
1,NewOrder,1547805060.406372,728646,7,0
2,Payment,1547805060.406674,728389,1,0
1,NewOrder,1547805060.406705,728134,8,0
2,Payment,1547805060.406715,728375,4,0
2,Payment,1547805060.406718,729141,5,0
1,NewOrder,1547805060.406844,728070,6,0
4,Delivery,1547805060.939933,662491,9,0
1,NewOrder,1547805061.134864,486240,8,0
1,NewOrder,1547805061.134902,486410,3,0
1,NewOrder,1547805061.134926,486204,6,0
2,Payment,1547805061.134998,486086,2,0
3,OrderStatus,1547805061.135012,2695,0,0
4,Delivery,1547805061.135030,486268,7,0
1,NewOrder,1547805061.135077,486051,1,0
2,Payment,1547805061.135104,486093,4,0
1,NewOrder,1547805061.135873,485294,5,0
2,Payment,1547805061.137721,483267,0,0
1,NewOrder,1547805061.602454,385643,9,0
5,StockLevel,1547805061.621004,7595,0,0
5,StockLevel,1547805061.621106,7415,2,0
2,Payment,1547805061.621120,536566,8,0
2,Payment,1547805061.621139,536750,1,0
5,StockLevel,1547805061.621157,7794,6,0
2,Payment,1547805061.621176,536527,5,0
2,Payment,1547805061.621206,536601,4,0
2,Payment,1547805061.621314,536703,7,0
4,Delivery,1547805061.621324,536422,3,0
1,NewOrder,1547805061.628547,529205,2,0
2,Payment,1547805061.628611,529285,0,0
4,Delivery,1547805061.628962,528712,6,0
1,NewOrder,1547805061.988163,577958,9,0
1,NewOrder,1547805062.157701,951129,6,0
2,Payment,1547805062.157754,951078,8,0
2,Payment,1547805062.157757,951476,3,0
2,Payment,1547805062.157764,951218,2,0
2,Payment,1547805062.157773,951370,5,0
2,Payment,1547805062.157818,951197,4,0
2,Payment,1547805062.157898,951050,1,0
1,NewOrder,1547805062.157905,951011,0,0
1,NewOrder,1547805062.158023,950815,7,0
5,StockLevel,1547805062.566150,5445,9,0
3,OrderStatus,1547805062.571611,2430,9,0
1,NewOrder,1547805062.574048,893448,9,0
2,Payment,1547805063.108853,1226121,6,0
3,OrderStatus,1547805063.108853,2659,8,0
2,Payment,1547805063.108857,1226117,7,0
2,Payment,1547805063.108974,1226098,1,0
2,Payment,1547805063.108990,1225985,0,0
1,NewOrder,1547805063.109000,1226271,2,0
1,NewOrder,1547805063.109050,1225925,4,0
2,Payment,1547805063.109155,1225881,5,0
1,NewOrder,1547805063.109252,1226187,3,0
2,Payment,1547805063.111522,1223452,8,0
5,StockLevel,1547805063.467526,6725,9,0
2,Payment,1547805063.474268,1377483,9,0
1,NewOrder,1547805064.335003,1017868,7,0
1,NewOrder,1547805064.335003,1017894,8,0
2,Payment,1547805064.335004,1017869,4,0
2,Payment,1547805064.335005,1017894,6,0
5,StockLevel,1547805064.335012,7386,0,0
2,Payment,1547805064.335066,1018119,5,0
1,NewOrder,1547805064.335083,1017960,1,0
2,Payment,1547805064.335287,1017750,2,0
2,Payment,1547805064.335452,1017614,3,0
1,NewOrder,1547805064.342423,1010443,0,0
2,Payment,1547805064.851780,1017756,9,0
1,NewOrder,1547805065.352894,572856,4,0
1,NewOrder,1547805065.352894,572856,7,0
4,Delivery,1547805065.352894,573010,0,0
4,Delivery,1547805065.352909,572870,8,0
2,Payment,1547805065.352923,573113,6,0
5,StockLevel,1547805065.353051,3088,2,0
1,NewOrder,1547805065.353060,572758,1,0
1,NewOrder,1547805065.353080,572903,3,0
2,Payment,1547805065.353200,572668,5,0
2,Payment,1547805065.356156,569587,2,0
1,NewOrder,1547805065.869556,64840,9,0
2,Payment,1547805065.925769,17735,7,0
3,OrderStatus,1547805065.925769,2227,4,0
3,OrderStatus,1547805065.925769,3165,2,0
2,Payment,1547805065.925787,17770,8,0
2,Payment,1547805065.925843,17718,1,0
1,NewOrder,1547805065.925882,17594,5,0
2,Payment,1547805065.925917,17551,0,0
2,Payment,1547805065.925995,17451,3,0
1,NewOrder,1547805065.926051,26354,6,0
1,NewOrder,1547805065.928011,24347,4,0
1,NewOrder,1547805065.928942,23468,2,0
1,NewOrder,1547805065.934410,27060,9,0
1,NewOrder,1547805065.943455,18037,3,0
2,Payment,1547805065.943483,17969,0,0
2,Payment,1547805065.943486,18006,5,0
2,Payment,1547805065.943515,17978,7,0
2,Payment,1547805065.943567,17925,8,0
2,Payment,1547805065.943580,17869,1,0
2,Payment,1547805065.952371,42900,4,0
1,NewOrder,1547805065.952419,561656,6,0
1,NewOrder,1547805065.952424,560950,2,0
1,NewOrder,1547805065.961465,552150,1,0
1,NewOrder,1547805065.961485,551982,0,0
3,OrderStatus,1547805065.961486,2296,9,0
1,NewOrder,1547805065.961509,551905,7,0
2,Payment,1547805065.961509,552351,5,0
2,Payment,1547805065.961509,552171,3,0
5,StockLevel,1547805065.961509,25233,8,0
5,StockLevel,1547805065.963804,3594,9,0
2,Payment,1547805065.967418,546049,9,0
2,Payment,1547805065.986755,526772,8,0
2,Payment,1547805065.995283,951533,4,0
1,NewOrder,1547805066.513402,1486078,2,0
2,Payment,1547805066.513437,1485579,7,0
2,Payment,1547805066.513495,1486193,0,0
5,StockLevel,1547805066.513495,3371,9,0
2,Payment,1547805066.513546,1485627,8,0
1,NewOrder,1547805066.513624,1486095,1,0
1,NewOrder,1547805066.513692,1485323,3,0
1,NewOrder,1547805066.513887,1485230,5,0
4,Delivery,1547805066.514085,1484930,6,0
1,NewOrder,1547805066.516884,1482185,9,0
3,OrderStatus,1547805066.946835,3687,4,0
1,NewOrder,1547805066.950536,1765180,4,0
1,NewOrder,1547805067.999039,925958,7,0
2,Payment,1547805067.999039,925934,6,0
2,Payment,1547805067.999039,925935,3,0
3,OrderStatus,1547805067.999097,3158,9,0
1,NewOrder,1547805067.999139,926351,5,0
2,Payment,1547805067.999187,925802,8,0
2,Payment,1547805067.999489,925485,2,0
1,NewOrder,1547805067.999702,925928,0,0
1,NewOrder,1547805067.999731,926079,1,0
2,Payment,1547805068.002271,922690,9,0
1,NewOrder,1547805068.715742,226507,4,0
1,NewOrder,1547805068.924992,60840,6,0
1,NewOrder,1547805068.924992,60671,3,0
1,NewOrder,1547805068.924992,68994,9,0
2,Payment,1547805068.924992,59960,2,0
5,StockLevel,1547805068.925000,3824,8,0
2,Payment,1547805068.925007,59949,7,0
2,Payment,1547805068.925517,60130,5,0
1,NewOrder,1547805068.925643,59317,0,0
2,Payment,1547805068.925827,59800,1,0
1,NewOrder,1547805068.928838,56824,8,0
1,NewOrder,1547805068.942271,51737,4,0
1,NewOrder,1547805068.985067,51817,2,0
2,Payment,1547805068.985067,51838,7,0
2,Payment,1547805068.985067,51940,0,0
1,NewOrder,1547805068.985636,51521,1,0
1,NewOrder,1547805068.985663,51241,5,0
2,Payment,1547805068.985686,51314,3,0
4,Delivery,1547805068.985686,60589,8,0
1,NewOrder,1547805068.985842,51243,6,0
2,Payment,1547805068.994009,52263,9,0
1,NewOrder,1547805068.994027,52327,4,0
2,Payment,1547805069.036909,43063,2,0
1,NewOrder,1547805069.036917,43121,5,0
2,Payment,1547805069.036918,43136,7,0
2,Payment,1547805069.037008,42963,3,0
2,Payment,1547805069.037030,42965,0,0
1,NewOrder,1547805069.037098,51644,6,0
1,NewOrder,1547805069.037225,51540,1,0
1,NewOrder,1547805069.046336,42429,9,0
2,Payment,1547805069.046336,42431,8,0
2,Payment,1547805069.046367,42475,4,0
2,Payment,1547805069.079991,17327,3,0
1,NewOrder,1547805069.079991,26741,2,0
3,OrderStatus,1547805069.080010,2218,0,0
2,Payment,1547805069.080049,17323,5,0
2,Payment,1547805069.080064,17332,7,0
1,NewOrder,1547805069.082243,24556,0,0
3,OrderStatus,1547805069.088754,2630,6,0
1,NewOrder,1547805069.088789,185532,9,0
2,Payment,1547805069.088789,18044,1,0
2,Payment,1547805069.088800,17973,8,0
1,NewOrder,1547805069.088858,185487,4,0
1,NewOrder,1547805069.091397,183060,6,0
1,NewOrder,1547805069.097330,177052,3,0
2,Payment,1547805069.097383,176909,5,0
1,NewOrder,1547805069.097413,177047,7,0
2,Payment,1547805069.106752,702265,2,0
1,NewOrder,1547805069.106787,702279,8,0
4,Delivery,1547805069.106810,702265,0,0
1,NewOrder,1547805069.106843,702287,1,0
2,Payment,1547805069.274311,985226,5,0
1,NewOrder,1547805069.274333,985293,9,0
2,Payment,1547805069.274365,985207,4,0
1,NewOrder,1547805069.274396,985137,3,0
2,Payment,1547805069.274473,985035,6,0
3,OrderStatus,1547805069.274477,2116,7,0
2,Payment,1547805069.276604,983116,7,0
5,StockLevel,1547805069.809038,5525,2,0
2,Payment,1547805069.809074,984405,8,0
5,StockLevel,1547805069.809083,5275,0,0
1,NewOrder,1547805069.809139,984083,1,0
1,NewOrder,1547805069.814376,978883,0,0
2,Payment,1547805069.814570,978680,2,0
2,Payment,1547805070.259529,851198,6,0
2,Payment,1547805070.259564,851307,5,0
1,NewOrder,1547805070.259564,851521,3,0
1,NewOrder,1547805070.259587,851325,4,0
1,NewOrder,1547805070.259641,851105,9,0
2,Payment,1547805070.259730,851174,7,0
2,Payment,1547805070.793243,392837,1,0
1,NewOrder,1547805070.793259,392910,2,0
2,Payment,1547805070.793268,392828,0,0
1,NewOrder,1547805070.793508,402980,8,0
