Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1547805702.427467,17599,3,0
2,Payment,1547805702.427468,17338,2,0
2,Payment,1547805702.427528,17298,6,0
5,StockLevel,1547805702.436194,2932,7,0
2,Payment,1547805702.436214,18454,4,0
2,Payment,1547805702.436261,18462,5,0
2,Payment,1547805702.436267,18545,0,0
1,NewOrder,1547805702.436292,28044,9,0
1,NewOrder,1547805702.436403,18246,8,0
1,NewOrder,1547805702.436404,18471,1,0
2,Payment,1547805702.439138,15488,7,0
2,Payment,1547805702.444818,19270,2,0
2,Payment,1547805702.444837,19256,6,0
3,OrderStatus,1547805702.445077,1907,3,0
1,NewOrder,1547805702.446996,17198,3,0
1,NewOrder,1547805702.454637,19439,7,0
2,Payment,1547805702.454673,19515,8,0
2,Payment,1547805702.454682,19487,4,0
1,NewOrder,1547805702.454733,28567,5,0
2,Payment,1547805702.454822,19374,0,0
1,NewOrder,1547805702.454891,19239,1,0
1,NewOrder,1547805702.464103,28342,2,0
2,Payment,1547805702.464104,19063,6,0
2,Payment,1547805702.464202,18961,3,0
2,Payment,1547805702.464356,18804,9,0
2,Payment,1547805702.474088,18353,7,0
2,Payment,1547805702.474147,18713,1,0
1,NewOrder,1547805702.474183,18242,4,0
2,Payment,1547805702.474201,18254,8,0
1,NewOrder,1547805702.474205,18570,0,0
1,NewOrder,1547805702.483182,18607,9,0
2,Payment,1547805702.483185,18568,6,0
2,Payment,1547805702.483185,18553,3,0
4,Delivery,1547805702.483316,29388,5,0
1,NewOrder,1547805702.492438,20335,4,0
2,Payment,1547805702.492457,20142,7,0
2,Payment,1547805702.492457,20134,2,0
1,NewOrder,1547805702.492466,20131,8,0
1,NewOrder,1547805702.492786,19938,0,0
3,OrderStatus,1547805702.492869,1996,1,0
3,OrderStatus,1547805702.494877,1448,1,0
1,NewOrder,1547805702.496334,16409,1,0
2,Payment,1547805702.501750,19662,3,0
1,NewOrder,1547805702.501764,19648,6,0
2,Payment,1547805702.501803,19798,9,0
2,Payment,1547805702.512606,20477,2,0
2,Payment,1547805702.512609,20543,7,0
1,NewOrder,1547805702.512612,488163,8,0
4,Delivery,1547805702.512713,488475,5,0
2,Payment,1547805702.512734,20269,0,0
1,NewOrder,1547805702.512754,20329,1,0
2,Payment,1547805702.512788,20370,4,0
1,NewOrder,1547805702.521432,479482,6,0
2,Payment,1547805702.521433,479717,3,0
2,Payment,1547805702.521617,479352,9,0
1,NewOrder,1547805702.533018,1037321,0,0
1,NewOrder,1547805702.533094,1036432,2,0
1,NewOrder,1547805702.533094,1037071,1,0
2,Payment,1547805702.533162,1036367,7,0
1,NewOrder,1547805702.533175,1036909,4,0
1,NewOrder,1547805703.000809,1112259,8,0
1,NewOrder,1547805703.000933,1112135,6,0
5,StockLevel,1547805703.001000,5052,9,0
2,Payment,1547805703.001167,1112012,3,0
1,NewOrder,1547805703.001200,1112105,5,0
2,Payment,1547805703.006067,1107194,9,0
1,NewOrder,1547805703.569549,997278,7,0
5,StockLevel,1547805703.569549,5758,2,0
2,Payment,1547805703.570118,995059,4,0
2,Payment,1547805703.570175,995101,1,0
2,Payment,1547805703.570350,995069,0,0
2,Payment,1547805703.575324,989721,2,0
2,Payment,1547805704.113093,536714,6,0
2,Payment,1547805704.113094,536495,8,0
1,NewOrder,1547805704.113186,536347,3,0
2,Payment,1547805704.113271,536321,9,0
1,NewOrder,1547805704.113312,536221,5,0
1,NewOrder,1547805704.565070,210514,2,0
1,NewOrder,1547805704.565187,210691,4,0
2,Payment,1547805704.565285,210438,1,0
1,NewOrder,1547805704.565428,210211,0,0
2,Payment,1547805704.566837,208773,7,0
1,NewOrder,1547805704.649555,194390,3,0
1,NewOrder,1547805704.649555,194443,5,0
1,NewOrder,1547805704.649604,194390,8,0
2,Payment,1547805704.649607,194464,9,0
2,Payment,1547805704.649822,194173,6,0
1,NewOrder,1547805704.775607,78370,2,0
1,NewOrder,1547805704.775623,78282,7,0
1,NewOrder,1547805704.775652,78247,0,0
2,Payment,1547805704.775736,78009,1,0
2,Payment,1547805704.775891,77956,4,0
2,Payment,1547805704.843977,18297,3,0
2,Payment,1547805704.844021,18252,6,0
2,Payment,1547805704.844021,18252,8,0
2,Payment,1547805704.844021,18416,5,0
2,Payment,1547805704.844081,18249,9,0
2,Payment,1547805704.853762,17862,1,0
2,Payment,1547805704.853858,17755,4,0
1,NewOrder,1547805704.853916,27859,0,0
2,Payment,1547805704.853930,17712,7,0
1,NewOrder,1547805704.853990,28010,2,0
2,Payment,1547805704.862294,19453,6,0
1,NewOrder,1547805704.862294,19720,8,0
2,Payment,1547805704.862294,21153,3,0
1,NewOrder,1547805704.862340,19407,9,0
3,OrderStatus,1547805704.862448,2449,5,0
2,Payment,1547805704.864914,16887,5,0
1,NewOrder,1547805704.871636,18758,4,0
2,Payment,1547805704.871645,18749,1,0
2,Payment,1547805704.871652,18766,7,0
1,NewOrder,1547805704.881769,18335,9,0
2,Payment,1547805704.881769,18438,6,0
2,Payment,1547805704.881785,18326,0,0
2,Payment,1547805704.881810,18291,5,0
4,Delivery,1547805704.882021,39661,2,0
2,Payment,1547805704.882030,18073,8,0
1,NewOrder,1547805704.883458,16642,3,0
3,OrderStatus,1547805704.890414,2745,1,0
2,Payment,1547805704.890414,19122,4,0
1,NewOrder,1547805704.890427,19109,7,0
1,NewOrder,1547805704.893179,16468,1,0
1,NewOrder,1547805704.900127,21809,3,0
2,Payment,1547805704.900127,21642,0,0
5,StockLevel,1547805704.900127,6894,8,0
2,Payment,1547805704.900140,21713,9,0
1,NewOrder,1547805704.900145,21624,5,0
1,NewOrder,1547805704.900217,21636,6,0
1,NewOrder,1547805704.907045,23459,8,0
2,Payment,1547805704.909558,20920,7,0
2,Payment,1547805704.909558,21015,4,0
2,Payment,1547805704.909658,21024,1,0
3,OrderStatus,1547805704.921704,2131,2,0
1,NewOrder,1547805704.921791,36177,5,0
3,OrderStatus,1547805704.921791,2638,0,0
1,NewOrder,1547805704.921869,36198,6,0
2,Payment,1547805704.921869,36138,9,0
2,Payment,1547805704.921949,36021,3,0
4,Delivery,1547805704.923849,54018,2,0
2,Payment,1547805704.924443,33528,0,0
2,Payment,1547805704.930500,47428,7,0
3,OrderStatus,1547805704.930521,1726,8,0
2,Payment,1547805704.930588,47402,4,0
2,Payment,1547805704.930693,47235,1,0
2,Payment,1547805704.932258,45627,8,0
2,Payment,1547805704.957991,31522,3,0
5,StockLevel,1547805704.957999,5927,5,0
2,Payment,1547805704.958003,31511,0,0
5,StockLevel,1547805704.958020,4781,9,0
1,NewOrder,1547805704.958080,31437,6,0
1,NewOrder,1547805704.962826,26835,9,0
2,Payment,1547805704.963951,25566,5,0
2,Payment,1547805704.977883,22827,2,0
1,NewOrder,1547805704.977903,23067,8,0
1,NewOrder,1547805704.977950,22854,7,0
1,NewOrder,1547805704.977950,23020,1,0
1,NewOrder,1547805704.978005,23088,4,0
1,NewOrder,1547805704.989536,1019980,0,0
2,Payment,1547805704.989536,1019998,6,0
1,NewOrder,1547805704.989537,1020211,3,0
2,Payment,1547805704.989537,1020181,5,0
2,Payment,1547805704.989671,1019950,9,0
2,Payment,1547805705.000723,1501757,2,0
2,Payment,1547805705.000814,1501555,7,0
2,Payment,1547805705.000994,1501558,8,0
2,Payment,1547805705.000994,1501374,1,0
1,NewOrder,1547805705.001104,1501312,4,0
1,NewOrder,1547805706.009546,1293970,6,0
2,Payment,1547805706.009546,1293671,0,0
1,NewOrder,1547805706.009632,1294173,9,0
2,Payment,1547805706.009724,1293548,5,0
2,Payment,1547805706.009756,1293465,3,0
1,NewOrder,1547805706.502393,1319607,1,0
1,NewOrder,1547805706.502394,1319662,7,0
3,OrderStatus,1547805706.502438,2416,4,0
1,NewOrder,1547805706.502488,1319534,2,0
1,NewOrder,1547805706.502560,1319560,8,0
1,NewOrder,1547805706.504864,1316884,4,0
2,Payment,1547805707.303242,552945,3,0
