Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1547771701.445207,17451,9,0
2,Payment,1547771701.453854,876832,6,0
1,NewOrder,1547771701.453871,25686,5,0
1,NewOrder,1547771701.453893,43032,1,0
2,Payment,1547771701.462710,102528,9,0
1,NewOrder,1547771701.471360,16816,8,0
1,NewOrder,1547771701.479570,34821,5,0
1,NewOrder,1547771701.488191,34255,8,0
2,Payment,1547771701.488360,320754,3,0
1,NewOrder,1547771701.496936,25471,1,0
1,NewOrder,1547771701.514346,25343,0,0
1,NewOrder,1547771701.514400,25289,5,0
2,Payment,1547771701.522420,118173,1,0
2,Payment,1547771701.522460,92942,8,0
1,NewOrder,1547771701.531047,34152,7,0
1,NewOrder,1547771701.539712,50712,5,0
2,Payment,1547771701.539712,226651,0,0
2,Payment,1547771701.565212,226389,7,0
5,StockLevel,1547771701.565249,3203,9,0
1,NewOrder,1547771701.568465,46891,9,0
2,Payment,1547771701.590439,419843,5,0
2,Payment,1547771701.615366,318924,9,0
2,Payment,1547771701.615418,335856,8,0
1,NewOrder,1547771701.640612,50002,1,0
1,NewOrder,1547771701.657395,58635,2,0
4,Delivery,1547771701.690625,50584,1,0
1,NewOrder,1547771701.716056,50209,2,0
2,Payment,1547771701.716478,428384,4,0
2,Payment,1547771701.741224,344917,1,0
4,Delivery,1547771701.766278,33684,2,0
1,NewOrder,1547771701.766375,33636,0,0
1,NewOrder,1547771701.791622,117500,7,0
1,NewOrder,1547771701.799972,109168,2,0
3,OrderStatus,1547771701.800026,2116,0,0
4,Delivery,1547771701.802151,106916,0,0
2,Payment,1547771701.809129,217760,3,0
2,Payment,1547771701.909089,134932,0,0
1,NewOrder,1547771701.909129,33198,7,0
2,Payment,1547771701.909147,201815,2,0
1,NewOrder,1547771701.934303,42105,9,0
1,NewOrder,1547771701.942339,33900,7,0
1,NewOrder,1547771701.951284,58785,8,0
2,Payment,1547771701.976249,228076,7,0
1,NewOrder,1547771701.976418,41899,9,0
2,Payment,1547771702.010081,50459,8,0
3,OrderStatus,1547771702.010298,2339,5,0
2,Payment,1547771702.012646,64829,5,0
1,NewOrder,1547771702.018326,17012,9,0
1,NewOrder,1547771702.026904,25364,3,0
2,Payment,1547771702.035359,236829,9,0
2,Payment,1547771702.044033,50130,0,0
1,NewOrder,1547771702.052280,16777,3,0
2,Payment,1547771702.060552,42105,8,0
2,Payment,1547771702.069069,152242,3,0
5,StockLevel,1547771702.077486,4910,5,0
2,Payment,1547771702.082406,79624,5,0
2,Payment,1547771702.086152,41927,1,0
2,Payment,1547771702.094174,101458,0,0
1,NewOrder,1547771702.102670,16636,8,0
1,NewOrder,1547771702.110973,25493,2,0
2,Payment,1547771702.119318,59314,8,0
2,Payment,1547771702.128094,42035,1,0
